cpa_id,cluster
494,1
500,1
560,1
575,1
584,1
592,1
595,1
596,1
615,1
653,1
664,1
675,1
681,1
686,1
687,1
691,1
693,1
696,1
698,1
727,1
731,1
732,1
733,1
736,1
740,1
743,1
749,1
753,1
757,1
761,1
767,1
768,1
781,1
785,1
792,1
796,1
804,1
829,1
839,1
851,1
859,1
865,1
882,1
898,1
899,1
918,1
920,1
927,1
928,1
930,1
931,1
947,1
948,1
953,1
959,1
963,1
965,1
967,1
968,1
973,1
974,1
976,1
1018,1
1061,1
1085,1
1087,1
1088,1
1095,1
1097,1
1113,1
1117,1
1124,1
1179,1
1199,1
1216,1
1333,1
1336,1
1345,1
1386,1
1399,1
1468,1
1589,1
1604,1
1617,1
1721,1
2251,1
2253,1
2254,1
2255,1
2266,1
2283,1
2284,1
2296,1
2345,1
2347,1
2348,1
2349,1
2350,1
2351,1
2353,1
2367,1
2368,1
2369,1
2393,1
2502,1
2503,1
2579,1
2591,1
2603,1
2604,1
2619,1
2636,1
2637,1
2639,1
2640,1
2669,1
2697,1
2705,1
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2714,1
2715,1
2716,1
2763,1
2764,1
2765,1
2767,1
2768,1
2769,1
2805,1
2812,1
2813,1
2814,1
2815,1
2816,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2878,1
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2917,1
9939,1
9944,1
9945,1
9946,1
9947,1
9953,1
9954,1
9956,1
9958,1
9964,1
9965,1
9972,1
9973,1
9974,1
9980,1
9981,1
9982,1
9983,1
9987,1
