cpa_id,cluster
59,1
72,1
83,1
101,1
102,1
103,1
111,1
204,1
399,1
408,1
414,1
435,1
459,1
512,1
516,1
580,1
583,1
593,1
620,1
675,1
694,1
720,1
722,1
731,1
734,1
738,1
744,1
748,1
754,1
768,1
777,1
784,1
792,1
800,1
802,1
805,1
816,1
832,1
851,1
865,1
870,1
875,1
877,1
890,1
906,1
913,1
932,1
945,1
955,1
963,1
970,1
973,1
1003,1
1016,1
1039,1
1049,1
1065,1
1067,1
1072,1
1081,1
1084,1
1089,1
1097,1
1103,1
1112,1
1121,1
1144,1
1154,1
1157,1
1174,1
1181,1
1188,1
1193,1
1194,1
1201,1
1202,1
1203,1
1210,1
1216,1
1217,1
1220,1
1222,1
1223,1
1224,1
1226,1
1229,1
1236,1
1237,1
1244,1
1246,1
1252,1
1253,1
1258,1
1263,1
1269,1
1309,1
1315,1
1326,1
1328,1
1333,1
1336,1
1347,1
1354,1
1356,1
1358,1
1362,1
1857,1
1886,1
1887,1
1893,1
2283,1
2286,1
2537,1
2986,1
2987,1
2989,1
2990,1
2994,1
2995,1
2996,1
2997,1
3004,1
3005,1
3006,1
3007,1
3012,1
3014,1
3015,1
3016,1
3017,1
3025,1
3034,1
3035,1
3037,1
3041,1
4440,1
4442,1
4447,1
4448,1
4456,1
4457,1
4466,1
4467,1
4471,1
4472,1
4476,1
4477,1
4506,1
4507,1
4521,1
4524,1
4528,1
4539,1
4540,1
4543,1
4544,1
5133,1
5134,1
5147,1
5149,1
5162,1
5163,1
5164,1
5165,1
5166,1
5177,1
5178,1
5179,1
5180,1
5189,1
5191,1
5256,1
5343,1
5344,1
5345,1
5432,1
5433,1
5442,1
5503,1
5642,1
6472,1
6791,1
6792,1
6793,1
6794,1
6795,1
8762,1
8763,1
9204,1
9205,1
9206,1
9208,1
9209,1
9210,1
9211,1
9216,1
9217,1
9218,1
9225,1
9234,1
9235,1
9238,1
9239,1
9240,1
9243,1
9244,1
9245,1
9246,1
9247,1
9248,1
9419,1
9422,1
9426,1
9524,1
9528,1
9529,1
9547,1
9552,1
9647,1
9653,1
9660,1
9667,1
9679,1
9692,1
9707,1
10241,1
10275,1
10636,1
10645,1
10670,1
10671,1
10673,1
10678,1
10821,1
10873,1
10880,1
10886,1
10889,1
10895,1
10897,1
10901,1
10902,1
10903,1
10910,1
10911,1
10919,1
10921,1
10922,1
10923,1
10924,1
10939,1
10941,1
10959,1
10965,1
10985,1
11259,1
11271,1
11272,1
11278,1
11283,1
11285,1
11286,1
11297,1
11299,1
11300,1
11301,1
11302,1
11303,1
11304,1
11357,1
11358,1
11359,1
11360,1
11402,1
11403,1
11408,1
11411,1
11412,1
11430,1
11477,1
11478,1
11531,1
11532,1
11585,1
11586,1
11587,1
11589,1
11590,1
11591,1
11592,1
11593,1
11594,1
11596,1
11597,1
11633,1
11635,1
12167,1
12168,1
12172,1
12176,1
12177,1
12178,1
12179,1
12181,1
12184,1
12185,1
12187,1
12189,1
12190,1
12191,1
12201,1
12202,1
12203,1
12204,1
12205,1
12206,1
12207,1
12209,1
12210,1
12214,1
12215,1
12216,1
12217,1
12218,1
12219,1
12220,1
12221,1
12222,1
12223,1
12224,1
12225,1
12226,1
12227,1
12228,1
12229,1
12230,1
12231,1
12232,1
12233,1
12234,1
12235,1
12236,1
12237,1
12238,1
12239,1
12240,1
12241,1
12243,1
12246,1
12247,1
12248,1
12249,1
12250,1
12251,1
12252,1
12253,1
12254,1
12255,1
12256,1
12259,1
12260,1
12261,1
12262,1
12263,1
12264,1
12265,1
12266,1
12267,1
12275,1
12276,1
12278,1
12279,1
12280,1
12281,1
12287,1
12288,1
12289,1
12290,1
12291,1
12292,1
12294,1
12295,1
12298,1
12299,1
12300,1
12301,1
12302,1
12303,1
12304,1
12305,1
12306,1
12307,1
12308,1
12312,1
12313,1
12317,1
12318,1
12319,1
12320,1
12321,1
12322,1
12323,1
12324,1
12325,1
12326,1
12327,1
12328,1
12329,1
12330,1
12331,1
12332,1
12335,1
12336,1
12337,1
12338,1
12339,1
12340,1
12341,1
12342,1
12343,1
12346,1
12348,1
12349,1
12350,1
12351,1
12352,1
12529,1
12530,1
12532,1
12537,1
12538,1
12551,1
12552,1
12555,1
12566,1
12567,1
12568,1
12569,1
12570,1
12572,1
12573,1
12601,1
12605,1
12619,1
12620,1
12621,1
12622,1
12623,1
12624,1
12625,1
12626,1
12627,1
12629,1
12630,1
12631,1
12634,1
12635,1
12735,1
12736,1
12737,1
12742,1
12743,1
12864,1
