Resource,Zone,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Resource_Type,region,cluster,VRE_Trans_Cost_per_MWyr,CCS_Rate,MGA,Can_Retire
WECC_NM_utilitypv_class1_moderate_0_2_2,63,0,1,1,0.0,1.1695697e7,0,35250.94216,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,WECC_NM,2,19165.36882,0.0,1,1
WECC_NM_utilitypv_class1_moderate_0_2_3,63,0,1,1,0.0,4.397365967e6,0,35250.94216,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,WECC_NM,3,30473.30707,0.0,1,1
WECC_NM_landbasedwind_class4_moderate_1,63,0,1,1,0.0,736676.8199,0,59283.99965,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,WECC_NM,1,16974.84606,0.0,1,1
WECC_NM_landbasedwind_class4_moderate_2,63,0,1,1,0.0,584866.2389,0,59283.99965,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,WECC_NM,2,17440.91486,0.0,1,1
WECC_IID_utilitypv_class1_moderate_0_2_1,64,0,1,1,0.0,147026.2021,0,38684.7127,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,WECC_IID,1,3888.846272,0.0,1,1
WECC_IID_utilitypv_class1_moderate_0_2_2,64,0,1,1,0.0,124275.9287,0,38684.7127,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,WECC_IID,2,7767.620828,0.0,1,1
WECC_IID_utilitypv_class1_moderate_0_2_3,64,0,1,1,0.0,22605.30657,0,38684.7127,15390.48615,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,UtilityPV_Class1_Moderate_0.2,WECC_IID,3,10444.27394,0.0,1,1
WECC_IID_landbasedwind_class4_moderate_1,64,0,1,1,0.0,6227.502629,0,102862.3952,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,WECC_IID,1,6576.012257,0.0,1,1
WECC_IID_landbasedwind_class4_moderate_2,64,0,1,1,0.0,8251.029294,0,102862.3952,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,WECC_IID,2,5143.681972,0.0,1,1
WECC_IID_landbasedwind_class4_moderate_3,64,0,1,1,0.0,2299.609621,0,102862.3952,34568.125,0.0,0.0,None,1.0,0.0,0.0,0.0,0.0,0,0,LandbasedWind_Class4_Moderate_,WECC_IID,3,7598.112194,0.0,1,1
