Resource,Zone,Model,LDS,New_Build,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Resource_Type,region,cluster,VRE_Trans_Cost_per_MWyr,CCS_Rate,MGA,Can_Retire
NY_Z_J_natural_gas_fired_combined_cycle_1,25,1,0,0,3112.496,0.0,0,0.0,9668.0,3.567,8.012,middle_atlantic_reference_naturalgas,389.062,90.959,2.0,6,6,1.0,1.0,0.429,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_J,1,0.0,0.0,1,1
NY_Z_J_natural_gas_fired_combined_cycle_2,25,1,0,0,371.7,0.0,0,0.0,16291.0,4.495,8.075,middle_atlantic_reference_naturalgas,185.85,90.959,2.0,6,6,1.0,1.0,0.487,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_J,2,0.0,0.0,1,1
NY_Z_J_natural_gas_fired_combined_cycle_3,25,1,0,0,296.0,0.0,0,0.0,9668.0,3.567,0.0,middle_atlantic_reference_naturalgas,148.0,90.959,2.0,6,6,1.0,1.0,0.845,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_J,3,0.0,0.0,1,1
NY_Z_J_natural_gas_fired_combined_cycle_4,25,1,0,0,11.0,0.0,0,0.0,16291.0,4.495,11.924,middle_atlantic_reference_naturalgas,5.5,90.959,2.0,6,6,1.0,1.0,0.545,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_J,4,0.0,0.0,1,1
NY_Z_J_natural_gas_fired_combustion_turbine_1,25,1,0,0,539.1,0.0,0,0.0,13830.0,5.06,11.639,middle_atlantic_reference_naturalgas,29.95,117.941,3.5,1,1,1.0,1.0,0.135,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,NY_Z_J,1,0.0,0.0,1,1
NY_Z_J_natural_gas_fired_combustion_turbine_2,25,1,0,0,1458.6,0.0,0,0.0,9637.0,5.06,11.029,middle_atlantic_reference_naturalgas,112.2,117.941,3.5,1,1,1.0,1.0,0.425,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,NY_Z_J,2,0.0,0.0,1,1
NY_Z_K_natural_gas_fired_combined_cycle_1,26,1,0,0,57.0,0.0,0,0.0,16291.0,4.495,12.062,middle_atlantic_reference_naturalgas,57.0,90.959,2.0,6,6,1.0,1.0,0.598,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_K,1,0.0,0.0,1,1
NY_Z_K_natural_gas_fired_combined_cycle_2,26,1,0,0,162.7,0.0,0,0.0,16291.0,4.495,8.213,middle_atlantic_reference_naturalgas,162.7,90.959,2.0,6,6,1.0,1.0,0.012,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_K,2,0.0,0.0,1,1
NY_Z_K_natural_gas_fired_combined_cycle_3,26,1,0,0,161.1,0.0,0,0.0,16291.0,4.495,8.836,middle_atlantic_reference_naturalgas,80.55,90.959,2.0,6,6,1.0,1.0,0.528,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_K,3,0.0,0.0,1,1
NY_Z_K_natural_gas_fired_combined_cycle_4,26,1,0,0,365.2,0.0,0,0.0,16291.0,4.495,7.517,middle_atlantic_reference_naturalgas,365.2,90.959,2.0,6,6,1.0,1.0,0.63,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,NY_Z_K,4,0.0,0.0,1,1
NY_Z_K_natural_gas_fired_combustion_turbine_1,26,1,0,0,155.901,0.0,0,0.0,11379.0,5.06,9.949,middle_atlantic_reference_naturalgas,51.967,117.941,3.5,1,1,1.0,1.0,0.364,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,NY_Z_K,1,0.0,0.0,1,1
NY_Z_K_natural_gas_fired_combustion_turbine_2,26,1,0,0,426.699,0.0,0,0.0,13830.0,5.06,10.473,middle_atlantic_reference_naturalgas,47.411,117.941,3.5,1,1,1.0,1.0,0.677,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,NY_Z_K,2,0.0,0.0,1,1
PJM_AP_natural_gas_fired_combined_cycle_1,34,1,0,0,1472.2,0.0,0,0.0,12182.0,3.515,7.078,south_atlantic_reference_naturalgas,1472.2,90.959,2.0,6,6,1.0,1.0,0.393,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_AP,1,0.0,0.0,1,1
PJM_AP_natural_gas_fired_combined_cycle_2,34,1,0,0,2.0,0.0,0,0.0,16291.0,4.495,6.41,south_atlantic_reference_naturalgas,2.0,90.959,2.0,6,6,1.0,1.0,0.3,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_AP,2,0.0,0.0,1,1
PJM_AP_natural_gas_fired_combined_cycle_3,34,1,0,0,620.0,0.0,0,0.0,9668.0,3.567,6.41,south_atlantic_reference_naturalgas,620.0,90.959,2.0,6,6,1.0,1.0,0.3,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_AP,3,0.0,0.0,1,1
PJM_AP_natural_gas_fired_combined_cycle_4,34,1,0,0,1255.9,0.0,0,0.0,9668.0,3.567,7.026,south_atlantic_reference_naturalgas,627.95,90.959,2.0,6,6,1.0,1.0,0.56,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_AP,4,0.0,0.0,1,1
PJM_AP_natural_gas_fired_combustion_turbine_1,34,1,0,0,23.9,0.0,0,0.0,13830.0,5.06,11.897,south_atlantic_reference_naturalgas,11.95,117.941,3.5,1,1,1.0,1.0,0.431,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_AP,1,0.0,0.0,1,1
PJM_AP_natural_gas_fired_combustion_turbine_2,34,1,0,0,1263.402,0.0,0,0.0,9949.301,5.06,10.458,south_atlantic_reference_naturalgas,140.378,117.941,3.5,1,1,1.0,1.0,0.491,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_AP,2,0.0,0.0,1,1
PJM_ATSI_natural_gas_fired_combined_cycle_1,36,1,0,0,4880.196,0.0,0,0.0,10809.763,3.543,6.578,east_north_central_reference_naturalgas,406.683,90.959,2.0,6,6,1.0,1.0,0.246,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_ATSI,1,0.0,0.0,1,1
PJM_ATSI_natural_gas_fired_combined_cycle_2,36,1,0,0,442.701,0.0,0,0.0,16291.0,4.495,7.138,east_north_central_reference_naturalgas,63.243,90.959,2.0,6,6,1.0,1.0,0.103,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_ATSI,2,0.0,0.0,1,1
PJM_ATSI_natural_gas_fired_combined_cycle_3,36,1,0,0,28.6,0.0,0,0.0,16291.0,4.495,18.278,east_north_central_reference_naturalgas,28.6,90.959,2.0,6,6,1.0,1.0,0.294,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_ATSI,3,0.0,0.0,1,1
PJM_ATSI_natural_gas_fired_combined_cycle_4,36,1,0,0,685.1,0.0,0,0.0,9668.0,3.567,13.648,east_north_central_reference_naturalgas,685.1,90.959,2.0,6,6,1.0,1.0,0.463,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_ATSI,4,0.0,0.0,1,1
PJM_ATSI_natural_gas_fired_combustion_turbine_1,36,1,0,0,13.3,0.0,0,0.0,13830.0,5.06,9.66,east_north_central_reference_naturalgas,6.65,117.941,3.5,1,1,1.0,1.0,0.3,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_ATSI,1,0.0,0.0,1,1
PJM_ATSI_natural_gas_fired_combustion_turbine_2,36,1,0,0,1610.604,0.0,0,0.0,9637.0,5.06,11.658,east_north_central_reference_naturalgas,134.217,117.941,3.5,1,1,1.0,1.0,0.478,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_ATSI,2,0.0,0.0,1,1
PJM_ATSI_nuclear_1,36,1,0,0,1268.0,0.0,0,0.0,271818.0,0.0,10.446,east_north_central_reference_uranium,1268.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_ATSI,1,0.0,0.0,1,1
PJM_ATSI_nuclear_2,36,1,0,0,908.0,0.0,0,0.0,271818.0,0.0,10.446,east_north_central_reference_uranium,908.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_ATSI,2,0.0,0.0,1,1
PJM_COMD_natural_gas_fired_combined_cycle_1,35,1,0,0,2366.0,0.0,0,0.0,12182.0,3.515,6.41,east_north_central_reference_naturalgas,591.5,90.959,2.0,6,6,1.0,1.0,0.3,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_COMD,1,0.0,0.0,1,1
PJM_COMD_natural_gas_fired_combined_cycle_2,35,1,0,0,195.0,0.0,0,0.0,16291.0,4.495,12.698,east_north_central_reference_naturalgas,195.0,90.959,2.0,6,6,1.0,1.0,0.344,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_COMD,2,0.0,0.0,1,1
PJM_COMD_natural_gas_fired_combined_cycle_3,35,1,0,0,1213.2,0.0,0,0.0,9668.0,3.567,7.131,east_north_central_reference_naturalgas,404.4,90.959,2.0,6,6,1.0,1.0,0.625,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_COMD,3,0.0,0.0,1,1
PJM_COMD_natural_gas_fired_combined_cycle_4,35,1,0,0,1260.0,0.0,0,0.0,12182.0,3.515,7.67,east_north_central_reference_naturalgas,315.0,90.959,2.0,6,6,1.0,1.0,0.492,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_COMD,4,0.0,0.0,1,1
PJM_COMD_natural_gas_fired_combustion_turbine_1,35,1,0,0,6138.624,0.0,0,0.0,9695.033,5.06,11.139,east_north_central_reference_naturalgas,95.916,117.941,3.5,1,1,1.0,1.0,0.495,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_COMD,1,0.0,0.0,1,1
PJM_COMD_natural_gas_fired_combustion_turbine_2,35,1,0,0,61.7,0.0,0,0.0,13830.0,5.06,8.923,east_north_central_reference_naturalgas,6.17,117.941,3.5,1,1,1.0,1.0,0.327,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_COMD,2,0.0,0.0,1,1
PJM_COMD_nuclear_1,35,1,0,0,4203.0,0.0,0,0.0,190920.0,0.0,10.446,east_north_central_reference_uranium,1050.75,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_COMD,1,0.0,0.0,1,1
PJM_COMD_nuclear_2,35,1,0,0,2313.0,0.0,0,0.0,190920.0,0.0,10.446,east_north_central_reference_uranium,1156.5,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_COMD,2,0.0,0.0,1,1
PJM_Dom_natural_gas_fired_combined_cycle_1,37,1,0,0,5863.302,0.0,0,0.0,12182.0,3.515,6.755,south_atlantic_reference_naturalgas,977.217,90.959,2.0,6,6,1.0,1.0,0.264,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_Dom,1,0.0,0.0,1,1
PJM_Dom_natural_gas_fired_combined_cycle_2,37,1,0,0,752.0,0.0,0,0.0,9668.0,3.567,8.613,south_atlantic_reference_naturalgas,376.0,90.959,2.0,6,6,1.0,1.0,0.466,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_Dom,2,0.0,0.0,1,1
PJM_Dom_natural_gas_fired_combined_cycle_3,37,1,0,0,504.0,0.0,0,0.0,16291.0,4.495,7.598,south_atlantic_reference_naturalgas,168.0,90.959,2.0,6,6,1.0,1.0,0.567,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_Dom,3,0.0,0.0,1,1
PJM_Dom_natural_gas_fired_combined_cycle_4,37,1,0,0,2039.001,0.0,0,0.0,9668.0,3.567,7.158,south_atlantic_reference_naturalgas,679.667,90.959,2.0,6,6,1.0,1.0,0.488,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_Dom,4,0.0,0.0,1,1
PJM_Dom_natural_gas_fired_combustion_turbine_1,37,1,0,0,915.0,0.0,0,0.0,9637.0,5.06,9.779,south_atlantic_reference_naturalgas,183.0,117.941,3.5,1,1,1.0,1.0,0.492,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_Dom,1,0.0,0.0,1,1
PJM_Dom_natural_gas_fired_combustion_turbine_2,37,1,0,0,1695.001,0.0,0,0.0,9637.0,5.06,11.321,south_atlantic_reference_naturalgas,154.091,117.941,3.5,1,1,1.0,1.0,0.485,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_Dom,2,0.0,0.0,1,1
PJM_Dom_nuclear_1,37,1,0,0,1958.0,0.0,0,0.0,190920.0,0.0,10.446,south_atlantic_reference_uranium,979.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_Dom,1,0.0,0.0,1,1
PJM_Dom_nuclear_2,37,1,0,0,1750.0,0.0,0,0.0,190920.0,0.0,10.446,south_atlantic_reference_uranium,875.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_Dom,2,0.0,0.0,1,1
PJM_EMAC_natural_gas_fired_combined_cycle_1,31,1,0,0,1688.5,0.0,0,0.0,16291.0,4.495,8.483,middle_atlantic_reference_naturalgas,153.5,90.959,2.0,6,6,1.0,1.0,0.61,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_EMAC,1,0.0,0.0,1,1
PJM_EMAC_natural_gas_fired_combined_cycle_2,31,1,0,0,7894.796,0.0,0,0.0,12182.0,3.515,7.356,middle_atlantic_reference_naturalgas,563.914,90.959,2.0,6,6,1.0,1.0,0.416,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_EMAC,2,0.0,0.0,1,1
PJM_EMAC_natural_gas_fired_combined_cycle_3,31,1,0,0,823.1,0.0,0,0.0,12182.0,3.515,0.0,middle_atlantic_reference_naturalgas,823.1,90.959,2.0,6,6,1.0,1.0,0.51,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_EMAC,3,0.0,0.0,1,1
PJM_EMAC_natural_gas_fired_combined_cycle_4,31,1,0,0,4295.202,0.0,0,0.0,9668.0,3.567,7.118,middle_atlantic_reference_naturalgas,715.867,90.959,2.0,6,6,1.0,1.0,0.448,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_EMAC,4,0.0,0.0,1,1
PJM_EMAC_natural_gas_fired_combustion_turbine_1,31,1,0,0,1785.506,0.0,0,0.0,9832.127,5.06,11.077,middle_atlantic_reference_naturalgas,93.974,117.941,3.5,1,1,1.0,1.0,0.551,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_EMAC,1,0.0,0.0,1,1
PJM_EMAC_natural_gas_fired_combustion_turbine_2,31,1,0,0,366.208,0.0,0,0.0,13174.08,5.06,9.684,middle_atlantic_reference_naturalgas,22.888,117.941,3.5,1,1,1.0,1.0,0.533,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_EMAC,2,0.0,0.0,1,1
PJM_EMAC_nuclear_1,31,1,0,0,7328.7,0.0,0,0.0,190920.0,0.0,10.447,middle_atlantic_reference_uranium,1221.45,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_EMAC,1,0.0,0.0,1,1
PJM_EMAC_nuclear_2,31,1,0,0,1172.0,0.0,0,0.0,271818.0,0.0,10.446,middle_atlantic_reference_uranium,1172.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_EMAC,2,0.0,0.0,1,1
PJM_PENE_natural_gas_fired_combined_cycle_1,38,1,0,0,1032.0,0.0,0,0.0,12182.0,3.515,6.708,middle_atlantic_reference_naturalgas,1032.0,90.959,2.0,6,6,1.0,1.0,0.397,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_PENE,1,0.0,0.0,1,1
PJM_PENE_natural_gas_fired_combined_cycle_2,38,1,0,0,1106.4,0.0,0,0.0,12182.0,3.515,6.41,middle_atlantic_reference_naturalgas,368.8,90.959,2.0,6,6,1.0,1.0,0.3,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_PENE,2,0.0,0.0,1,1
PJM_PENE_natural_gas_fired_combined_cycle_3,38,1,0,0,425.0,0.0,0,0.0,9668.0,3.567,6.719,middle_atlantic_reference_naturalgas,425.0,90.959,2.0,6,6,1.0,1.0,0.565,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_PENE,3,0.0,0.0,1,1
PJM_PENE_natural_gas_fired_combined_cycle_4,38,1,0,0,425.0,0.0,0,0.0,9668.0,3.567,6.704,middle_atlantic_reference_naturalgas,425.0,90.959,2.0,6,6,1.0,1.0,0.565,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_PENE,4,0.0,0.0,1,1
PJM_PENE_natural_gas_fired_combustion_turbine_1,38,1,0,0,65.5,0.0,0,0.0,11435.13,5.06,6.223,middle_atlantic_reference_naturalgas,32.75,117.941,3.5,1,1,1.0,1.0,0.312,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_PENE,1,0.0,0.0,1,1
PJM_PENE_natural_gas_fired_combustion_turbine_2,38,1,0,0,267.5,0.0,0,0.0,11379.0,5.06,15.298,middle_atlantic_reference_naturalgas,53.5,117.941,3.5,1,1,1.0,1.0,0.441,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_PENE,2,0.0,0.0,1,1
PJM_SMAC_natural_gas_fired_combined_cycle_1,32,1,0,0,20.0,0.0,0,0.0,16291.0,4.495,10.835,middle_atlantic_reference_naturalgas,20.0,90.959,2.0,6,6,1.0,1.0,0.075,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_SMAC,1,0.0,0.0,1,1
PJM_SMAC_natural_gas_fired_combined_cycle_2,32,1,0,0,1542.1,0.0,0,0.0,9668.0,3.567,6.991,middle_atlantic_reference_naturalgas,771.05,90.959,2.0,6,6,1.0,1.0,0.292,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_SMAC,2,0.0,0.0,1,1
PJM_SMAC_natural_gas_fired_combined_cycle_3,32,1,0,0,4.5,0.0,0,0.0,16291.0,4.495,7.517,middle_atlantic_reference_naturalgas,4.5,90.959,2.0,6,6,1.0,1.0,0.111,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_SMAC,3,0.0,0.0,1,1
PJM_SMAC_natural_gas_fired_combined_cycle_4,32,1,0,0,288.8,0.0,0,0.0,16291.0,4.495,8.539,middle_atlantic_reference_naturalgas,288.8,90.959,2.0,6,6,1.0,1.0,0.457,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_SMAC,4,0.0,0.0,1,1
PJM_SMAC_natural_gas_fired_combustion_turbine_1,32,1,0,0,153.105,0.0,0,0.0,13830.0,5.06,10.904,middle_atlantic_reference_naturalgas,10.207,117.941,3.5,1,1,1.0,1.0,0.375,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_SMAC,1,0.0,0.0,1,1
PJM_SMAC_natural_gas_fired_combustion_turbine_2,32,1,0,0,120.0,0.0,0,0.0,11379.0,5.06,11.155,middle_atlantic_reference_naturalgas,120.0,117.941,3.5,1,1,1.0,1.0,0.5,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_SMAC,2,0.0,0.0,1,1
PJM_SMAC_nuclear_1,32,1,0,0,1768.0,0.0,0,0.0,190920.0,0.0,10.446,middle_atlantic_reference_uranium,884.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_SMAC,1,0.0,0.0,1,1
PJM_WMAC_natural_gas_fired_combined_cycle_1,30,1,0,0,4790.704,0.0,0,0.0,12182.0,3.515,7.019,middle_atlantic_reference_naturalgas,598.838,90.959,2.0,6,6,1.0,1.0,0.579,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_WMAC,1,0.0,0.0,1,1
PJM_WMAC_natural_gas_fired_combined_cycle_2,30,1,0,0,6.7,0.0,0,0.0,16291.0,4.495,14.123,middle_atlantic_reference_naturalgas,6.7,90.959,2.0,6,6,1.0,1.0,0.418,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_WMAC,2,0.0,0.0,1,1
PJM_WMAC_natural_gas_fired_combined_cycle_3,30,1,0,0,3706.002,0.0,0,0.0,9668.0,3.567,6.998,middle_atlantic_reference_naturalgas,617.667,90.959,2.0,6,6,1.0,1.0,0.51,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_WMAC,3,0.0,0.0,1,1
PJM_WMAC_natural_gas_fired_combined_cycle_4,30,1,0,0,583.8,0.0,0,0.0,16291.0,4.495,6.728,middle_atlantic_reference_naturalgas,291.9,90.959,2.0,6,6,1.0,1.0,0.352,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_WMAC,4,0.0,0.0,1,1
PJM_WMAC_natural_gas_fired_combustion_turbine_1,30,1,0,0,92.001,0.0,0,0.0,11379.0,5.06,12.828,middle_atlantic_reference_naturalgas,30.667,117.941,3.5,1,1,1.0,1.0,0.391,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_WMAC,1,0.0,0.0,1,1
PJM_WMAC_natural_gas_fired_combustion_turbine_2,30,1,0,0,51.0,0.0,0,0.0,13830.0,5.06,11.02,middle_atlantic_reference_naturalgas,25.5,117.941,3.5,1,1,1.0,1.0,0.496,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_WMAC,2,0.0,0.0,1,1
PJM_WMAC_nuclear_1,30,1,0,0,2494.0,0.0,0,0.0,190920.0,0.0,10.446,middle_atlantic_reference_uranium,1247.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_WMAC,1,0.0,0.0,1,1
PJM_West_natural_gas_fired_combined_cycle_1,33,1,0,0,2714.001,0.0,0,0.0,12182.0,3.515,7.19,east_north_central_reference_naturalgas,904.667,90.959,2.0,6,6,1.0,1.0,0.468,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_West,1,0.0,0.0,1,1
PJM_West_natural_gas_fired_combined_cycle_2,33,1,0,0,3505.0,0.0,0,0.0,12182.0,3.515,6.41,east_north_central_reference_naturalgas,438.125,90.959,2.0,6,6,1.0,1.0,0.3,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_West,2,0.0,0.0,1,1
PJM_West_natural_gas_fired_combined_cycle_3,33,1,0,0,1023.8,0.0,0,0.0,16291.0,4.495,6.605,east_north_central_reference_naturalgas,204.76,90.959,2.0,6,6,1.0,1.0,0.265,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_West,3,0.0,0.0,1,1
PJM_West_natural_gas_fired_combined_cycle_4,33,1,0,0,3026.0,0.0,0,0.0,9668.0,3.567,6.983,east_north_central_reference_naturalgas,756.5,90.959,2.0,6,6,1.0,1.0,0.456,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,PJM_West,4,0.0,0.0,1,1
PJM_West_natural_gas_fired_combustion_turbine_1,33,1,0,0,6325.872,0.0,0,0.0,9740.266,5.06,11.938,east_north_central_reference_naturalgas,112.962,117.941,3.5,1,1,1.0,1.0,0.537,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_West,1,0.0,0.0,1,1
PJM_West_natural_gas_fired_combustion_turbine_2,33,1,0,0,100.096,0.0,0,0.0,13830.0,5.06,9.595,east_north_central_reference_naturalgas,12.512,117.941,3.5,1,1,1.0,1.0,0.148,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,PJM_West,2,0.0,0.0,1,1
PJM_West_nuclear_1,33,1,0,0,1872.0,0.0,0,0.0,190920.0,0.0,10.446,east_north_central_reference_uranium,936.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_West,1,0.0,0.0,1,1
PJM_West_nuclear_2,33,1,0,0,2278.0,0.0,0,0.0,190920.0,0.0,10.446,east_north_central_reference_uranium,1139.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,PJM_West,2,0.0,0.0,1,1
SPP_N_natural_gas_fired_combined_cycle_4,45,1,0,0,297.0,0.0,0,0.0,16291.0,4.495,7.14,west_north_central_reference_naturalgas,297.0,90.959,2.0,6,6,1.0,1.0,0.33,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_N,4,0.0,0.0,1,1
SPP_N_natural_gas_fired_combined_cycle_3,45,1,0,0,312.8,0.0,0,0.0,16291.0,4.495,9.198,west_north_central_reference_naturalgas,312.8,90.959,2.0,6,6,1.0,1.0,0.409,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_N,3,0.0,0.0,1,1
SPP_N_natural_gas_fired_combined_cycle_1,45,1,0,0,495.0,0.0,0,0.0,16291.0,4.495,7.68,west_north_central_reference_naturalgas,495.0,90.959,2.0,6,6,1.0,1.0,0.404,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_N,1,0.0,0.0,1,1
SPP_N_natural_gas_fired_combined_cycle_2,45,1,0,0,677.2,0.0,0,0.0,9668.0,3.567,7.892,west_north_central_reference_naturalgas,677.2,90.959,2.0,6,6,1.0,1.0,0.442,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_N,2,0.0,0.0,1,1
SPP_N_natural_gas_fired_combustion_turbine_1,45,1,0,0,2057.594,0.0,0,0.0,9864.571,5.06,12.945,west_north_central_reference_naturalgas,93.527,117.941,3.5,1,1,1.0,1.0,0.485,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_N,1,0.0,0.0,1,1
SPP_N_natural_gas_fired_combustion_turbine_2,45,1,0,0,407.904,0.0,0,0.0,12325.39,5.06,12.097,west_north_central_reference_naturalgas,50.988,117.941,3.5,1,1,1.0,1.0,0.643,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_N,2,0.0,0.0,1,1
SPP_N_nuclear_1,45,1,0,0,1255.0,0.0,0,0.0,271818.0,0.0,10.446,west_north_central_reference_uranium,1255.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,SPP_N,1,0.0,0.0,1,1
SPP_NEBR_natural_gas_fired_combined_cycle_1,44,1,0,0,124.6,0.0,0,0.0,16291.0,4.495,8.614,west_north_central_reference_naturalgas,124.6,90.959,2.0,6,6,1.0,1.0,0.401,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_NEBR,1,0.0,0.0,1,1
SPP_NEBR_natural_gas_fired_combined_cycle_2,44,1,0,0,220.0,0.0,0,0.0,16291.0,4.495,8.313,west_north_central_reference_naturalgas,220.0,90.959,2.0,6,6,1.0,1.0,0.0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_NEBR,2,0.0,0.0,1,1
