elec_demand_SE,elec_demand_MIDAT,elec_demand_NE
162749.0,135672.0,69595.0
168770.0,132192.0,68435.0
161627.0,121113.0,62768.0
160985.0,121976.0,63975.0
162997.0,119841.0,63627.0
163535.0,118151.0,63283.0
162947.0,115807.0,62667.0
162762.0,114174.0,62331.0
169518.0,120340.0,66389.0
180683.0,127501.0,70797.0
193499.0,137309.0,76755.0
187481.0,127923.0,71376.0
164042.0,112580.0,62621.0
148122.0,107347.0,59442.0
135198.0,95849.0,51712.0
123101.0,89281.0,47519.0
112630.0,84218.0,44295.0
104543.0,79962.0,42541.0
101061.0,78993.0,41811.0
100614.0,79587.0,41989.0
102436.0,81229.0,42875.0
106453.0,84659.0,44717.0
115058.0,92823.0,49485.0
140055.0,117197.0,63562.0
160833.0,129689.0,71175.0
165442.0,126575.0,69054.0
158543.0,117267.0,63669.0
158701.0,119630.0,64665.0
158823.0,116119.0,62520.0
159236.0,115004.0,61910.0
159339.0,113287.0,60948.0
159301.0,111567.0,59900.0
165352.0,116427.0,62754.0
176418.0,123374.0,67177.0
190077.0,133069.0,73217.0
182523.0,120721.0,66640.0
158792.0,105594.0,58477.0
144968.0,101928.0,56745.0
132893.0,91728.0,49631.0
121304.0,85923.0,45966.0
110727.0,80511.0,42993.0
96673.0,72616.0,38483.0
87829.0,69938.0,36553.0
84281.0,68504.0,35638.0
83880.0,69195.0,35945.0
84088.0,69587.0,35959.0
87155.0,73275.0,37943.0
95647.0,81170.0,42360.0
104360.0,87712.0,46759.0
112634.0,92105.0,49637.0
118757.0,93339.0,50765.0
124403.0,96068.0,52374.0
126452.0,93529.0,51298.0
130448.0,94714.0,52071.0
131612.0,92309.0,50740.0
130011.0,89554.0,49366.0
130530.0,90053.0,49819.0
133663.0,91373.0,50775.0
134005.0,91460.0,50974.0
140070.0,96232.0,53967.0
140235.0,94548.0,52909.0
132054.0,88939.0,49737.0
124681.0,87344.0,48729.0
113356.0,79824.0,43803.0
101122.0,74292.0,40035.0
89610.0,68344.0,36373.0
81600.0,65795.0,34397.0
77591.0,64724.0,33505.0
76916.0,65796.0,33782.0
76983.0,65997.0,33703.0
79296.0,68143.0,34827.0
86400.0,76184.0,37989.0
95842.0,81818.0,43193.0
105870.0,86114.0,47268.0
113506.0,87634.0,49376.0
120135.0,90175.0,51076.0
124305.0,88206.0,50547.0
129782.0,89810.0,51558.0
132093.0,88163.0,50484.0
131629.0,86004.0,49107.0
132970.0,86861.0,49614.0
136670.0,88663.0,50641.0
137459.0,88380.0,50782.0
143781.0,94561.0,54137.0
143598.0,92356.0,52842.0
134778.0,86033.0,49481.0
126759.0,83200.0,48154.0
114438.0,74870.0,43430.0
100974.0,67898.0,39249.0
91438.0,62543.0,35293.0
86141.0,60357.0,34291.0
83571.0,60230.0,34186.0
83841.0,61528.0,35054.0
86465.0,64583.0,36784.0
93872.0,72007.0,41135.0
115351.0,92022.0,54169.0
138965.0,105525.0,62507.0
148652.0,104826.0,61193.0
147001.0,99413.0,56962.0
150325.0,102377.0,58429.0
155520.0,103466.0,57590.0
159127.0,103934.0,57384.0
161289.0,103855.0,56760.0
162918.0,103327.0,56304.0
169743.0,108229.0,59305.0
181201.0,115311.0,63676.0
194414.0,123203.0,69076.0
187376.0,113094.0,62943.0
162670.0,97277.0,54293.0
147380.0,92681.0,52173.0
134513.0,83891.0,45780.0
120603.0,75995.0,41652.0
107261.0,68206.0,37926.0
94696.0,62511.0,34040.0
87285.0,60065.0,32853.0
85007.0,59775.0,32646.0
85666.0,61152.0,33472.0
88886.0,64391.0,35086.0
97694.0,72123.0,39299.0
120589.0,93528.0,51583.0
144828.0,108213.0,60256.0
153925.0,108068.0,59508.0
151450.0,102618.0,55970.0
154009.0,105807.0,57845.0
157400.0,106095.0,57748.0
159050.0,106436.0,57973.0
159915.0,105948.0,57662.0
159801.0,105055.0,57352.0
165376.0,109862.0,60470.0
176146.0,116820.0,64984.0
189346.0,125458.0,70393.0
181915.0,115003.0,64174.0
158323.0,99775.0,55407.0
144301.0,95874.0,53354.0
132309.0,86408.0,47024.0
119882.0,79055.0,42600.0
108701.0,72091.0,38702.0
96777.0,66087.0,36337.0
91578.0,64411.0,35384.0
91245.0,64667.0,35315.0
93438.0,66601.0,36351.0
98081.0,70515.0,38319.0
107199.0,78738.0,42876.0
130671.0,100781.0,56013.0
151548.0,114523.0,64295.0
156387.0,113324.0,63367.0
150117.0,106700.0,59283.0
150254.0,109622.0,61014.0
151305.0,108333.0,59891.0
152289.0,108135.0,59843.0
152412.0,107118.0,59142.0
152016.0,106193.0,58575.0
157482.0,111008.0,61588.0
168257.0,117881.0,65893.0
180951.0,126808.0,71780.0
174336.0,115763.0,65381.0
151560.0,100498.0,56935.0
138370.0,96679.0,55039.0
126975.0,86594.0,48090.0
115008.0,79581.0,44183.0
103847.0,73248.0,40778.0
93571.0,66546.0,37772.0
88278.0,65039.0,36939.0
87214.0,65466.0,36930.0
88926.0,67199.0,37824.0
93052.0,70735.0,39655.0
101625.0,78558.0,43996.0
124371.0,100410.0,57354.0
144816.0,113605.0,65604.0
150591.0,112018.0,64359.0
146153.0,105117.0,59800.0
147532.0,107872.0,61331.0
151051.0,107066.0,60097.0
153900.0,106890.0,59847.0
155643.0,106115.0,59172.0
156982.0,105534.0,58785.0
163611.0,110566.0,61887.0
174869.0,117605.0,66238.0
187709.0,126233.0,72043.0
180843.0,115411.0,65411.0
157181.0,99864.0,56903.0
142706.0,95660.0,54933.0
130679.0,85818.0,48093.0
117514.0,78361.0,44210.0
104735.0,71575.0,40881.0
92608.0,66473.0,38708.0
85698.0,64988.0,37836.0
82876.0,65340.0,37798.0
83113.0,67142.0,38650.0
85580.0,70823.0,40480.0
92988.0,78757.0,44867.0
114354.0,101216.0,58199.0
137774.0,114977.0,66516.0
147434.0,113770.0,65235.0
145794.0,106900.0,60571.0
149220.0,109873.0,61825.0
154799.0,108762.0,60402.0
158747.0,108510.0,59982.0
161154.0,107552.0,59217.0
163149.0,106777.0,58635.0
170355.0,111557.0,61609.0
182053.0,118325.0,65920.0
195584.0,127102.0,71711.0
188626.0,115975.0,65095.0
163711.0,100295.0,56468.0
148312.0,96313.0,54460.0
135772.0,86415.0,47614.0
121939.0,79517.0,43830.0
108512.0,73121.0,40472.0
92932.0,63389.0,36348.0
81452.0,60299.0,34422.0
74974.0,59000.0,33559.0
72174.0,59790.0,33842.0
70339.0,60020.0,33890.0
71931.0,63355.0,35788.0
78717.0,71136.0,40094.0
93259.0,78070.0,44744.0
108126.0,83045.0,48025.0
119794.0,85540.0,49328.0
129959.0,88698.0,50859.0
137901.0,87737.0,50148.0
145511.0,89614.0,51005.0
149878.0,88034.0,49673.0
150903.0,85947.0,48359.0
153079.0,86649.0,48833.0
157534.0,88364.0,49744.0
158956.0,87756.0,49741.0
164002.0,93699.0,52815.0
161160.0,91681.0,51680.0
150211.0,85628.0,48457.0
139915.0,82985.0,47334.0
125579.0,74268.0,42289.0
110120.0,67138.0,38226.0
94143.0,58703.0,34588.0
82208.0,55178.0,32672.0
75326.0,53386.0,31929.0
72320.0,53990.0,32405.0
70239.0,53765.0,32397.0
71671.0,56391.0,33440.0
77975.0,62411.0,36727.0
92153.0,70628.0,41665.0
106994.0,76446.0,45337.0
118732.0,80014.0,47166.0
129124.0,83009.0,48954.0
137502.0,83833.0,48541.0
145433.0,86662.0,49571.0
150006.0,86149.0,48634.0
151172.0,84544.0,47571.0
153145.0,85574.0,48149.0
157399.0,87737.0,49333.0
158660.0,86838.0,49278.0
164249.0,93770.0,52907.0
162007.0,91872.0,51445.0
150798.0,85665.0,47859.0
140216.0,82373.0,46145.0
125547.0,73169.0,41017.0
109833.0,64952.0,36450.0
97698.0,59289.0,30820.0
90004.0,55835.0,29502.0
85741.0,54807.0,29268.0
84669.0,55274.0,30003.0
86002.0,57571.0,31469.0
93085.0,64587.0,35484.0
113506.0,83830.0,47124.0
140512.0,100837.0,54942.0
152985.0,102015.0,54311.0
153792.0,98420.0,51265.0
158971.0,102114.0,53143.0
166736.0,104912.0,53665.0
172386.0,106357.0,53881.0
176703.0,107282.0,53849.0
180399.0,107804.0,53630.0
188249.0,112903.0,56507.0
200768.0,120354.0,60743.0
214701.0,128390.0,65471.0
206186.0,117868.0,59879.0
179304.0,100817.0,51006.0
161243.0,94793.0,48556.0
145747.0,85279.0,43383.0
129606.0,76518.0,38847.0
114104.0,67817.0,34462.0
97958.0,59623.0,30173.0
88071.0,56450.0,28418.0
84482.0,55514.0,27818.0
83792.0,56135.0,28339.0
85510.0,58656.0,29870.0
92797.0,65776.0,33743.0
113473.0,85681.0,45366.0
139063.0,101890.0,53789.0
149626.0,102970.0,53752.0
148646.0,98538.0,50935.0
151789.0,101958.0,52978.0
157431.0,103581.0,53472.0
161410.0,104337.0,53757.0
164222.0,104383.0,53641.0
166632.0,103913.0,53419.0
173361.0,108875.0,56367.0
185044.0,115877.0,60733.0
198454.0,123911.0,65781.0
190771.0,113515.0,60225.0
165216.0,97595.0,51482.0
149157.0,93136.0,49122.0
135803.0,83919.0,43567.0
121555.0,75892.0,39040.0
107814.0,68148.0,34727.0
93830.0,61111.0,31665.0
86532.0,58739.0,30403.0
84028.0,58485.0,30179.0
84344.0,59852.0,31315.0
87296.0,62966.0,33352.0
95067.0,70672.0,37789.0
116328.0,91684.0,50473.0
139984.0,106354.0,58882.0
148648.0,106163.0,58424.0
146211.0,100604.0,54904.0
148458.0,103850.0,56892.0
152652.0,104096.0,56451.0
155645.0,104477.0,56509.0
157558.0,104200.0,55960.0
158580.0,103571.0,55594.0
165059.0,108499.0,58486.0
176355.0,115423.0,62774.0
189217.0,123752.0,68212.0
182052.0,113192.0,62178.0
157756.0,97735.0,53574.0
143083.0,93698.0,51540.0
130673.0,84137.0,45023.0
117365.0,76335.0,40767.0
104722.0,69066.0,37020.0
92303.0,61015.0,32393.0
85417.0,58764.0,31072.0
83227.0,58826.0,30832.0
83925.0,60297.0,31555.0
86977.0,63515.0,33060.0
94657.0,71146.0,37087.0
116129.0,91824.0,48906.0
138819.0,105289.0,57000.0
147027.0,104633.0,56156.0
144396.0,98929.0,52670.0
146979.0,101935.0,54345.0
151865.0,102529.0,54314.0
155685.0,102953.0,54355.0
157282.0,102887.0,54036.0
158683.0,102330.0,53641.0
165468.0,107228.0,56608.0
176852.0,114162.0,61007.0
189668.0,122166.0,66019.0
182629.0,112009.0,60296.0
158666.0,96592.0,51711.0
143699.0,92328.0,49662.0
131378.0,83396.0,44071.0
117995.0,75431.0,39639.0
105157.0,67730.0,35474.0
93210.0,60452.0,33176.0
86524.0,58083.0,32080.0
84062.0,57893.0,31927.0
84412.0,59263.0,33052.0
87022.0,62456.0,35011.0
94424.0,70103.0,39410.0
115900.0,90918.0,52253.0
139250.0,105048.0,60665.0
148664.0,104739.0,60131.0
146787.0,99228.0,56467.0
149754.0,102331.0,58377.0
154543.0,102714.0,57788.0
157744.0,103061.0,57900.0
159592.0,102830.0,57354.0
160942.0,102239.0,56786.0
167492.0,107098.0,59646.0
178762.0,114101.0,63853.0
191866.0,122247.0,69400.0
184459.0,111989.0,63154.0
159920.0,96449.0,54831.0
145251.0,92293.0,53129.0
133033.0,83267.0,46451.0
119794.0,75584.0,42454.0
106978.0,68033.0,38966.0
91285.0,57084.0,36106.0
79861.0,53182.0,34294.0
74571.0,51231.0,33491.0
72836.0,51771.0,33959.0
71909.0,51910.0,34050.0
74268.0,55143.0,36073.0
81448.0,62532.0,40666.0
94325.0,70825.0,44987.0
107008.0,77022.0,48212.0
117401.0,81053.0,49767.0
126094.0,84576.0,51721.0
132219.0,84961.0,50812.0
137764.0,87423.0,51954.0
140450.0,86362.0,50869.0
139932.0,84300.0,49443.0
140415.0,84925.0,49851.0
143644.0,86716.0,50858.0
144169.0,85773.0,50921.0
149327.0,92205.0,53744.0
148212.0,90394.0,52670.0
139009.0,84599.0,49460.0
130468.0,81768.0,48322.0
117797.0,72890.0,43371.0
104047.0,65254.0,39300.0
89411.0,57022.0,33904.0
80371.0,53039.0,31788.0
75686.0,50993.0,30785.0
74367.0,51524.0,30970.0
73840.0,51571.0,30701.0
76110.0,54186.0,31680.0
83167.0,60164.0,34614.0
94709.0,68819.0,39946.0
106118.0,75666.0,43818.0
115092.0,79831.0,46135.0
122360.0,83130.0,48044.0
127180.0,83653.0,47936.0
132348.0,86173.0,49194.0
134596.0,85176.0,48373.0
133535.0,83203.0,47141.0
134270.0,84027.0,47693.0
137438.0,85911.0,48886.0
137890.0,85019.0,48680.0
143681.0,91845.0,52289.0
143269.0,90284.0,51178.0
134519.0,84507.0,47975.0
126424.0,81544.0,46592.0
114364.0,72779.0,41663.0
101349.0,65189.0,37166.0
91262.0,60981.0,33155.0
86009.0,58548.0,31898.0
83878.0,58315.0,31739.0
84621.0,59595.0,32680.0
87784.0,62574.0,34366.0
95829.0,70009.0,38505.0
117889.0,90929.0,51059.0
140738.0,105367.0,59577.0
148749.0,105137.0,59033.0
146253.0,99811.0,55508.0
148677.0,103043.0,57455.0
153650.0,103791.0,57074.0
157159.0,104279.0,57096.0
159285.0,104177.0,56743.0
161035.0,103597.0,56399.0
167583.0,108465.0,59433.0
179049.0,115394.0,63766.0
192046.0,123456.0,69302.0
184932.0,113173.0,63020.0
160706.0,97589.0,54369.0
145440.0,93223.0,52300.0
132998.0,84057.0,45967.0
119458.0,76176.0,41702.0
106390.0,68523.0,37921.0
94314.0,61774.0,34507.0
86959.0,59257.0,33336.0
83329.0,58847.0,33194.0
82560.0,60003.0,34090.0
84205.0,62795.0,35814.0
91394.0,70163.0,39956.0
111993.0,91169.0,52794.0
137994.0,106013.0,61114.0
149363.0,105919.0,60113.0
149081.0,100697.0,56068.0
153408.0,104171.0,57698.0
160218.0,105141.0,57023.0
165303.0,105769.0,56807.0
169378.0,105771.0,56334.0
172982.0,105388.0,55912.0
180681.0,110332.0,58899.0
193457.0,117323.0,63316.0
207769.0,125439.0,68774.0
200247.0,114871.0,62572.0
174407.0,98875.0,53902.0
157817.0,94222.0,51806.0
143533.0,84852.0,45406.0
127965.0,76765.0,41248.0
112809.0,68920.0,37444.0
98204.0,60747.0,33560.0
89160.0,57612.0,32314.0
85221.0,56787.0,32104.0
84259.0,57505.0,32873.0
85578.0,59909.0,34425.0
92668.0,66934.0,38427.0
113088.0,86611.0,50713.0
139916.0,102734.0,59072.0
151753.0,103666.0,58037.0
151966.0,99523.0,54164.0
156530.0,103180.0,55810.0
163414.0,105319.0,55478.0
168310.0,106322.0,55443.0
172111.0,106828.0,54994.0
175209.0,106792.0,54558.0
182810.0,111866.0,57503.0
195261.0,119079.0,61826.0
209197.0,126909.0,67006.0
200969.0,116301.0,61113.0
174747.0,99838.0,52479.0
157547.0,94721.0,50545.0
143244.0,85515.0,44668.0
127980.0,77020.0,40392.0
113136.0,68648.0,36399.0
98128.0,61031.0,33312.0
89148.0,58335.0,32115.0
85441.0,57757.0,31985.0
84621.0,58784.0,32884.0
86054.0,61546.0,34560.0
93228.0,68707.0,38652.0
113787.0,89147.0,51062.0
140461.0,104563.0,59540.0
151869.0,105136.0,58967.0
151538.0,100074.0,55411.0
155633.0,103358.0,57285.0
162081.0,104112.0,56980.0
166741.0,104562.0,57152.0
170028.0,104181.0,56669.0
172478.0,103502.0,56222.0
179384.0,108267.0,59217.0
191143.0,115082.0,63656.0
204439.0,123363.0,69177.0
196512.0,112904.0,63109.0
170410.0,97538.0,54696.0
153829.0,93579.0,52991.0
139955.0,84225.0,46597.0
125066.0,76545.0,42296.0
110672.0,69264.0,38538.0
95648.0,64581.0,36483.0
87649.0,62921.0,35569.0
84310.0,63248.0,35514.0
83772.0,65034.0,36518.0
85441.0,68676.0,38391.0
92243.0,76420.0,42590.0
113021.0,98554.0,55693.0
138011.0,113030.0,64047.0
149068.0,112525.0,63052.0
148213.0,106101.0,58745.0
152007.0,109334.0,60155.0
157660.0,108093.0,58869.0
161896.0,107952.0,58590.0
164568.0,106876.0,57817.0
166518.0,106043.0,57099.0
173699.0,110862.0,59877.0
185558.0,117706.0,64117.0
198883.0,126625.0,69851.0
191418.0,115257.0,63400.0
166101.0,99630.0,54949.0
150191.0,95850.0,53228.0
137115.0,86019.0,46644.0
123124.0,79206.0,42911.0
109733.0,72771.0,39568.0
92371.0,59789.0,35773.0
79987.0,56285.0,33880.0
73548.0,54406.0,33072.0
70798.0,54929.0,33399.0
68829.0,54871.0,33327.0
70209.0,57826.0,35087.0
76592.0,64663.0,39431.0
91186.0,72372.0,43773.0
105448.0,77343.0,46808.0
116801.0,80775.0,48202.0
126411.0,83772.0,50037.0
134195.0,84429.0,49390.0
141730.0,86872.0,50417.0
145879.0,86049.0,49332.0
147040.0,84173.0,47887.0
149340.0,84890.0,48261.0
154047.0,86670.0,49300.0
155527.0,85453.0,49049.0
160524.0,91924.0,52247.0
158012.0,90061.0,51132.0
147236.0,84199.0,47977.0
136897.0,81243.0,46653.0
122475.0,72205.0,41413.0
107177.0,64105.0,36903.0
92572.0,55047.0,31300.0
80987.0,49969.0,28976.0
74065.0,46991.0,27924.0
70929.0,46519.0,28138.0
68595.0,45570.0,27894.0
69713.0,47668.0,28974.0
75614.0,52752.0,31907.0
91258.0,64873.0,37309.0
106458.0,72475.0,41284.0
118337.0,77768.0,43773.0
128528.0,81614.0,45693.0
137091.0,84194.0,46118.0
145304.0,87771.0,47511.0
149988.0,87906.0,46864.0
151186.0,86662.0,45677.0
153453.0,87887.0,46122.0
158149.0,90140.0,47246.0
159710.0,89350.0,46801.0
165080.0,96041.0,50752.0
162342.0,93545.0,49822.0
151009.0,86992.0,46722.0
140396.0,83388.0,45117.0
125355.0,73780.0,39941.0
109456.0,65100.0,35176.0
97157.0,59788.0,30461.0
89391.0,55919.0,28867.0
85097.0,54678.0,28476.0
83962.0,54978.0,29080.0
85100.0,57046.0,30466.0
92236.0,63659.0,34348.0
112784.0,82576.0,46122.0
140226.0,100555.0,54558.0
153256.0,103176.0,54088.0
154309.0,100491.0,51146.0
159899.0,105254.0,53173.0
167740.0,108696.0,53708.0
173334.0,110707.0,53977.0
177525.0,112210.0,53980.0
181394.0,113021.0,53777.0
188997.0,118791.0,56734.0
201343.0,126630.0,61038.0
215150.0,134855.0,65845.0
206499.0,123545.0,60123.0
180068.0,105908.0,51328.0
162047.0,99074.0,48936.0
146684.0,88451.0,43558.0
130519.0,78876.0,38963.0
115024.0,69721.0,34497.0
100296.0,61223.0,30231.0
91146.0,57142.0,28478.0
86837.0,55649.0,27910.0
85683.0,55760.0,28347.0
87022.0,57658.0,29601.0
93868.0,64325.0,33299.0
114358.0,82952.0,44424.0
141892.0,101412.0,53054.0
154580.0,104380.0,53107.0
155564.0,102058.0,50757.0
161372.0,107024.0,53034.0
169016.0,110644.0,53952.0
174476.0,112698.0,54417.0
178723.0,114182.0,54623.0
182315.0,114949.0,54529.0
190468.0,120640.0,57439.0
203683.0,128380.0,61539.0
218399.0,136536.0,66074.0
209269.0,125126.0,60252.0
182191.0,107277.0,51253.0
164005.0,100386.0,48691.0
148722.0,89769.0,43637.0
132506.0,80124.0,38964.0
116937.0,70672.0,34398.0
102417.0,61757.0,29980.0
93160.0,57424.0,27960.0
88811.0,55864.0,27165.0
87674.0,55894.0,27405.0
88908.0,57715.0,28516.0
95724.0,64354.0,32052.0
116312.0,82840.0,42829.0
143970.0,101646.0,52265.0
157560.0,104780.0,52680.0
158609.0,102650.0,50571.0
165055.0,107680.0,52839.0
172756.0,111502.0,54142.0
178575.0,113616.0,54700.0
182974.0,115319.0,54976.0
186563.0,116337.0,54986.0
194922.0,122164.0,57963.0
207555.0,130082.0,62182.0
222265.0,138373.0,66780.0
212412.0,126863.0,61092.0
184681.0,108686.0,51886.0
166030.0,101428.0,49083.0
150512.0,90656.0,43970.0
134267.0,80820.0,39210.0
118555.0,71248.0,34438.0
102374.0,62280.0,29877.0
92731.0,58148.0,27821.0
88946.0,56667.0,26969.0
87966.0,56742.0,27164.0
89079.0,58555.0,28223.0
95849.0,65174.0,31727.0
116447.0,83954.0,42355.0
143761.0,102363.0,52102.0
155958.0,105144.0,52626.0
156162.0,102462.0,50525.0
161323.0,107094.0,52664.0
167515.0,110134.0,53997.0
172217.0,111687.0,54452.0
175332.0,112683.0,54545.0
177726.0,113172.0,54307.0
185015.0,118414.0,57170.0
196640.0,125692.0,61250.0
210482.0,133622.0,65746.0
200964.0,122400.0,60051.0
174299.0,104884.0,50998.0
156903.0,98692.0,48464.0
142561.0,88479.0,43566.0
127269.0,79053.0,38886.0
112565.0,69876.0,34159.0
96640.0,59802.0,30117.0
88699.0,56918.0,28287.0
85424.0,56250.0,27649.0
85077.0,57059.0,28053.0
87038.0,59505.0,29337.0
93970.0,66345.0,32977.0
114900.0,86191.0,44350.0
140075.0,101833.0,53408.0
149943.0,102618.0,53701.0
148272.0,97902.0,51003.0
151706.0,101318.0,53080.0
156897.0,102486.0,53748.0
160802.0,103092.0,54041.0
162500.0,103045.0,53974.0
163542.0,102484.0,53693.0
170136.0,107416.0,56592.0
180773.0,114237.0,60761.0
192973.0,122001.0,65561.0
184555.0,111519.0,59791.0
159843.0,95729.0,50998.0
144857.0,91601.0,48745.0
132685.0,82882.0,43489.0
119480.0,75038.0,39075.0
106655.0,67292.0,34808.0
89587.0,55854.0,30218.0
77840.0,51677.0,27686.0
72181.0,49511.0,26528.0
70146.0,49763.0,26647.0
68460.0,49443.0,26304.0
69959.0,52413.0,27749.0
76722.0,59233.0,31731.0
89989.0,68497.0,37359.0
102642.0,74873.0,41230.0
112689.0,79103.0,43707.0
120791.0,82676.0,45827.0
127051.0,83602.0,46111.0
133458.0,86232.0,47466.0
136529.0,85419.0,46841.0
136761.0,83400.0,45553.0
138210.0,84193.0,45956.0
141834.0,86014.0,47191.0
142265.0,84922.0,46729.0
147746.0,91408.0,50458.0
146729.0,89618.0,49572.0
137354.0,83875.0,46614.0
128777.0,80925.0,45008.0
116011.0,71963.0,39657.0
102144.0,63901.0,34750.0
90185.0,57091.0,30827.0
78860.0,50494.0,26959.0
72783.0,48822.0,26279.0
70271.0,48307.0,26222.0
68827.0,48583.0,26372.0
70508.0,51132.0,27685.0
77754.0,58294.0,31807.0
90752.0,66359.0,36400.0
102124.0,71426.0,39518.0
113640.0,77689.0,43141.0
122228.0,79797.0,44354.0
129206.0,81612.0,44977.0
136371.0,84092.0,46213.0
140361.0,83809.0,45956.0
140661.0,81413.0,44534.0
142439.0,82444.0,45184.0
147173.0,84860.0,46760.0
149109.0,84678.0,46824.0
154119.0,90654.0,50135.0
151659.0,88081.0,48749.0
141884.0,82495.0,45814.0
133271.0,80327.0,44704.0
121099.0,72690.0,40195.0
106412.0,64424.0,35203.0
95077.0,59170.0,30844.0
88839.0,56616.0,29600.0
85251.0,55889.0,29360.0
84272.0,56574.0,30100.0
86310.0,59918.0,31823.0
94067.0,67606.0,36268.0
115441.0,88383.0,48757.0
141829.0,102992.0,56231.0
152545.0,102512.0,55303.0
151746.0,97599.0,51767.0
155773.0,100556.0,53295.0
163394.0,103283.0,53792.0
169176.0,104421.0,54031.0
172502.0,103869.0,53399.0
176441.0,104552.0,53624.0
184456.0,109530.0,56522.0
197510.0,116958.0,61088.0
211114.0,123473.0,65279.0
202569.0,113616.0,59783.0
175683.0,97001.0,50821.0
157862.0,91624.0,48316.0
145001.0,85477.0,44467.0
128856.0,75504.0,38900.0
113265.0,67592.0,34673.0
99425.0,60536.0,30500.0
90581.0,57467.0,29044.0
86916.0,56362.0,28598.0
85921.0,56776.0,29176.0
87883.0,59736.0,31114.0
95862.0,67196.0,35318.0
117330.0,87310.0,47693.0
144186.0,103892.0,55450.0
154506.0,104359.0,54604.0
153611.0,100184.0,51368.0
157858.0,103744.0,53123.0
165267.0,107003.0,53958.0
170602.0,108835.0,54339.0
173477.0,109019.0,53795.0
176607.0,110570.0,54094.0
184122.0,115978.0,56993.0
196691.0,124161.0,61414.0
209691.0,131291.0,65465.0
200501.0,120678.0,59973.0
173411.0,102809.0,50911.0
155912.0,96305.0,48260.0
143391.0,88749.0,44589.0
127655.0,78098.0,39032.0
112577.0,69852.0,34840.0
97398.0,61481.0,31244.0
90390.0,59226.0,29947.0
88053.0,58631.0,29466.0
88192.0,59470.0,29925.0
91249.0,62761.0,31686.0
99905.0,70482.0,35858.0
122132.0,91647.0,48170.0
146636.0,106443.0,56410.0
154625.0,105292.0,55446.0
151668.0,99307.0,51971.0
154057.0,101824.0,53570.0
158978.0,103094.0,54146.0
162353.0,103691.0,54382.0
163457.0,102537.0,53629.0
164740.0,102828.0,53858.0
171516.0,107778.0,56833.0
183376.0,115204.0,61418.0
195835.0,122202.0,65659.0
187343.0,112240.0,60215.0
162318.0,96195.0,51164.0
146867.0,91780.0,48626.0
136548.0,85398.0,44754.0
122690.0,75840.0,39264.0
109864.0,68735.0,35193.0
97505.0,61818.0,31684.0
91731.0,59963.0,30440.0
90472.0,59838.0,30037.0
91371.0,61053.0,30613.0
95164.0,64759.0,32445.0
104055.0,72673.0,36799.0
127351.0,94185.0,49309.0
150038.0,107514.0,57414.0
155930.0,105488.0,56104.0
151123.0,99003.0,52244.0
152200.0,101300.0,53612.0
155692.0,102472.0,54017.0
158475.0,103036.0,54253.0
159009.0,101988.0,53488.0
160133.0,102223.0,53686.0
166614.0,107068.0,56634.0
178044.0,114477.0,61195.0
190010.0,121269.0,65502.0
182297.0,111471.0,59933.0
158229.0,95481.0,51019.0
143465.0,90957.0,48739.0
133452.0,84778.0,44763.0
120127.0,75074.0,39253.0
107615.0,67640.0,35178.0
96178.0,60422.0,31238.0
90602.0,58354.0,29997.0
89237.0,58005.0,29670.0
90050.0,59073.0,30284.0
93548.0,62474.0,32088.0
102275.0,70364.0,36456.0
125561.0,91707.0,48799.0
147379.0,104865.0,56335.0
153627.0,103549.0,55200.0
149356.0,97597.0,51530.0
150830.0,100101.0,52963.0
154804.0,101739.0,53581.0
157851.0,102462.0,53819.0
158782.0,101546.0,53237.0
160382.0,101857.0,53440.0
167266.0,106679.0,56273.0
179236.0,113992.0,60778.0
191502.0,120594.0,64848.0
183735.0,110763.0,59259.0
158906.0,94529.0,50266.0
143498.0,89961.0,47863.0
133343.0,84189.0,44239.0
119694.0,74603.0,38761.0
106664.0,66972.0,34547.0
92254.0,57168.0,30849.0
79915.0,50405.0,26935.0
74721.0,48661.0,26168.0
73078.0,48182.0,26009.0
72698.0,48631.0,26227.0
75352.0,51337.0,27781.0
84000.0,59534.0,32779.0
94924.0,67671.0,37439.0
104273.0,72028.0,39987.0
114547.0,78175.0,43493.0
122358.0,80220.0,44717.0
128113.0,82191.0,45470.0
134114.0,84632.0,46743.0
137276.0,84401.0,46499.0
136933.0,82036.0,45042.0
137913.0,82891.0,45509.0
141760.0,85086.0,46929.0
142894.0,84624.0,46768.0
147455.0,90277.0,49936.0
145345.0,87539.0,48464.0
136305.0,82152.0,45584.0
128623.0,80105.0,44532.0
117314.0,72381.0,39952.0
103524.0,63939.0,34844.0
90621.0,56518.0,30698.0
78811.0,49598.0,26764.0
72496.0,47546.0,25930.0
69775.0,46717.0,25736.0
68351.0,46859.0,25838.0
70132.0,49136.0,27065.0
77513.0,56022.0,31191.0
91078.0,65260.0,36155.0
102803.0,70491.0,39229.0
114405.0,77068.0,42932.0
123142.0,79177.0,44159.0
130445.0,81420.0,44928.0
137918.0,84010.0,46189.0
142399.0,83887.0,45964.0
143324.0,81581.0,44531.0
145394.0,82636.0,45127.0
150320.0,84926.0,46682.0
152464.0,84582.0,46636.0
157650.0,90505.0,49975.0
154822.0,87916.0,48563.0
144672.0,82570.0,45619.0
135719.0,80445.0,44575.0
123007.0,72631.0,40020.0
107736.0,64140.0,34937.0
96348.0,58950.0,30276.0
89807.0,56262.0,28856.0
