MIDAT_conventional_hydroelectric_1,NE_conventional_hydroelectric_1,SE_conventional_hydroelectric_1
0.260963275,0.564897736,0.142506684
0.26082458,0.564548124,0.142036216
0.26068317,0.564248076,0.141602362
0.26055918,0.563940955,0.141135735
0.260427582,0.563629179,0.14066397
0.260294878,0.563294829,0.140226314
0.260147521,0.563010651,0.139726875
0.260014773,0.562689304,0.139256407
0.259867417,0.562370264,0.138818751
0.259734712,0.562065807,0.138348284
0.259655232,0.561764738,0.137881657
0.259522483,0.561414504,0.137411189
0.259366413,0.561139598,0.136939423
0.259242423,0.560808978,0.136509411
0.259101057,0.560499211,0.136038943
0.258962362,0.560185482,0.135601287
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.258845425,0.559893686,0.135130819
0.259044391,0.559938046,0.135129141
0.259272067,0.56005047,0.13515483
0.25946927,0.56013082,0.135182124
0.259698656,0.560232327,0.135209417
0.259895912,0.56028825,0.135173324
0.260125298,0.560404769,0.135200617
0.26031384,0.560476726,0.135227604
0.260504048,0.560544662,0.135254897
0.260742192,0.560623004,0.135251921
0.26093069,0.560734806,0.135278909
0.26116012,0.560782443,0.135306202
0.261365993,0.56089071,0.135331891
0.261593713,0.560970918,0.135330213
0.261783921,0.561084364,0.135324695
0.262013351,0.561134087,0.135350384
0.262210563,0.561245889,0.135377677
0.262439993,0.561328387,0.135375693
0.262628491,0.561392168,0.135401689
0.262866634,0.561495037,0.135428982
0.263063794,0.561578556,0.135455969
0.263291513,0.561658206,0.135454291
0.263481722,0.561741725,0.135447169
0.263719865,0.561852506,0.135474462
0.263908408,0.561930847,0.135501755
0.264137793,0.562015028,0.135498474
0.264326336,0.562096904,0.135525767
0.264564435,0.562187259,0.135552754
0.264754688,0.562235918,0.135615363
0.264989314,0.562346698,0.135642656
0.265188281,0.562419302,0.135640672
0.265417666,0.562509221,0.135635154
0.265606208,0.562591097,0.135660843
0.265835594,0.562692604,0.135688136
0.26603456,0.562781862,0.135686458
0.266262236,0.562855773,0.135712148
0.266452488,0.562930385,0.135739441
0.266674173,0.56303101,0.135766428
0.266886081,0.563076017,0.135763453
0.267100762,0.563186797,0.135757934
0.267304009,0.563305981,0.135784921
0.267502931,0.563350988,0.135812214
0.267732361,0.563461768,0.135808933
0.267920859,0.56355038,0.135836226
0.268150289,0.563617026,0.135863519
0.268347501,0.563700545,0.135889208
0.268576931,0.563800173,0.135887531
0.26877409,0.563872777,0.135914518
0.269010523,0.563957604,0.135907701
0.269200732,0.564044572,0.135934994
0.269430162,0.56414608,0.135933011
0.26961866,0.564202003,0.135959006
0.269856803,0.564318521,0.135985993
0.270047012,0.56438386,0.136013286
0.270274731,0.564468687,0.136011609
0.270473654,0.564556302,0.136037298
0.270708324,0.564640272,0.136031779
0.270898533,0.564723792,0.136058766
0.271127962,0.564812714,0.136084761
0.271325174,0.564915243,0.136083084
0.271554604,0.564997741,0.136110071
0.271744812,0.565071147,0.136136066
0.271972532,0.565151355,0.136163053
0.272171454,0.565264801,0.136161376
0.272399174,0.565314524,0.136155857
0.272596333,0.565409436,0.136181546
0.272834477,0.565491934,0.136208839
0.273022975,0.565600201,0.13624347
0.2732377,0.565652813,0.136269465
0.273442613,0.565758993,0.136296758
0.273664342,0.565836313,0.136323745
0.273869255,0.565922162,0.13632077
0.27408398,0.566004038,0.136347757
0.274295897,0.566111284,0.136342238
0.2744931,0.56614967,0.136369531
0.27472082,0.566260451,0.13636625
0.274911028,0.566338792,0.136393543
0.275149172,0.56642362,0.13642053
0.27533767,0.566498231,0.136446525
0.2755671,0.566605477,0.136444848
0.275757308,0.566718276,0.136471835
0.275993741,0.566771534,0.136465018
0.27618395,0.566879801,0.136492005
0.27641862,0.566962299,0.136519298
0.276617543,0.567029614,0.136516323
0.276846972,0.567106934,0.13654331
0.277035471,0.567212468,0.136570603
0.2772649,0.567265727,0.13659759
0.277463823,0.567373994,0.136594615
0.277691542,0.567456492,0.136621908
0.27788175,0.567559021,0.136616083
0.278126845,0.567618017,0.136642079
0.278315343,0.567730816,0.136640095
0.278544773,0.567785508,0.136667388
0.278733271,0.567877095,0.136693383
0.278971415,0.567950685,0.13672037
0.279161623,0.568053214,0.136718693
0.279374638,0.568113854,0.13674568
0.279579551,0.568225009,0.136738863
0.27980299,0.568326516,0.136766157
0.280013144,0.568415774,0.136764173
0.280227869,0.568498958,0.136790168
0.280439786,0.568571562,0.136817155
0.280654511,0.56866659,0.136844448
0.280859424,0.568719202,0.136841473
0.281072438,0.568821731,0.13686846
0.281286066,0.568909967,0.136932367
0.281476318,0.568994172,0.136925244
0.281703993,0.569065754,0.136923567
0.281909911,0.569184938,0.13695086
0.282137586,0.56923755,0.136977847
0.282327839,0.569332814,0.137003842
0.282557224,0.56940416,0.137030829
0.282754481,0.569515962,0.137029152
0.282983866,0.569559947,0.137055147
0.283174119,0.56967913,0.137049322
0.283401794,0.569750066,0.137076616
0.283600761,0.569835915,0.137073334
0.283837097,0.569922508,0.137100627
0.28402564,0.570025037,0.13712792
0.284263739,0.570102599,0.137154907
0.284452281,0.570190214,0.137151932
0.284681667,0.570274184,0.137178919
0.284871919,0.570357704,0.137206212
0.285108309,0.570446626,0.137199396
0.285298561,0.570519229,0.137197412
0.285527991,0.570631653,0.137224705
0.285732154,0.570691671,0.137250395
0.285946879,0.570785267,0.137277688
0.286150082,0.570868787,0.13727601
0.286364807,0.570957709,0.137302997
0.286578434,0.571013422,0.137328992
0.286791449,0.571126867,0.137323168
0.286996362,0.57121346,0.13732149
0.287211087,0.571287746,0.137347485
0.287423004,0.571370244,0.137374473
0.28764468,0.57148052,0.137401766
0.287849593,0.571524505,0.137398484
0.288071321,0.57163795,0.137425777
0.288276235,0.571754469,0.13745307
0.288464777,0.571782585,0.13747876
0.288694162,0.571894363,0.137473241
0.288893129,0.571972704,0.137471257
0.289120804,0.572057532,0.137498551
0.289311057,0.572139408,0.13752424
0.289556107,0.572239389,0.137551533
0.28974465,0.572322908,0.137586469
0.289974035,0.572405446,0.137612158
0.290162578,0.572483788,0.137639451
0.290400677,0.572596211,0.137633627
0.29059093,0.572633601,0.137630651
0.290818605,0.572740846,0.137657944
0.291008857,0.572824366,0.137684932
0.291253908,0.572899639,0.137712225
0.29144245,0.57297798,0.137708943
0.291671836,0.573090404,0.137736236
0.291870802,0.57317228,0.137763529
0.292083773,0.573251929,0.137789219
0.29228873,0.573335449,0.137754729
0.292501701,0.573428692,0.137781716
0.292715372,0.573509363,0.137807712
0.292930053,0.573584597,0.137835005
0.293140251,0.573696398,0.137833021
0.293363646,0.573747144,0.137860314
0.293568603,0.573859567,0.137886004
0.293781573,0.573940797,0.137913297
0.293986531,0.574049686,0.137878807
0.294208215,0.574103966,0.137904497
0.294413173,0.574205474,0.13793179
0.294627853,0.574277841,0.137958777
0.2948311,0.57435376,0.137984772
0.295061446,0.574425717,0.137983095
0.295266404,0.574543879,0.138010082
0.295454902,0.574598159,0.138036077
0.295693045,0.574699666,0.138063064
0.295883254,0.574788924,0.138028575
0.296110973,0.574899704,0.138055868
0.296301226,0.574944065,0.138081557
0.296537615,0.575038072,0.13810885
0.296727868,0.575149873,0.138106867
0.296964204,0.575193859,0.138132862
0.297161461,0.575313042,0.138160155
0.297390846,0.575393897,0.138187142
0.297581099,0.575468183,0.138151355
0.297808774,0.57555642,0.138178342
0.29800774,0.575668222,0.138242249
0.298235416,0.575704942,0.138269542
0.298425668,0.575824126,0.13826626
0.298640349,0.57588809,0.138293554
0.298859261,0.575991616,0.138320541
0.299073942,0.576050612,0.138346536
0.299278899,0.576162414,0.138312047
0.299500584,0.576235639,0.138339034
0.299705541,0.576325583,0.138365029
0.299920222,0.576398186,0.138392016
0.300123469,0.576502699,0.138390338
0.300346864,0.576562717,0.138416334
0.300550111,0.576647334,0.138443321
0.300771742,0.576730854,0.138470614
0.3009767,0.576847372,0.138497601
0.301198384,0.576922305,0.138461814
0.301403342,0.577004156,0.138489107
0.301618022,0.577121697,0.138516094
0.301829983,0.577158417,0.138542089
0.302044664,0.577271862,0.138540106
0.302247911,0.577358455,0.138567399
0.30243812,0.577416497,0.138593394
0.302683214,0.577498349,0.138620381
0.302871713,0.577615889,0.138585892
0.303101142,0.577687471,0.138612879
0.303300065,0.57777332,0.138638874
0.303527784,0.577859913,0.138666167
0.303717992,0.577955177,0.138664184
0.303947422,0.578009432,0.138690179
0.304144634,0.578126972,0.138717166
0.304374064,0.578200198,0.138744459
0.304569513,0.578267512,0.138741484
0.304784238,0.578354105,0.138735659
0.304997865,0.578458278,0.138762952
0.30521088,0.578540815,0.138789939
0.305415793,0.578611892,0.138786964
0.305639232,0.578724316,0.138814257
0.305842435,0.578806192,0.138841244
0.30605716,0.578885841,0.138867239
0.306267314,0.578969361,0.138894226
0.306490753,0.579063626,0.138896351
0.30669571,0.57911335,0.138922346
0.30690868,0.579226795,0.138949333
0.307122352,0.579300385,0.138976626
0.307337033,0.579381056,0.138973345
0.30754028,0.579463554,0.139000638
0.30775496,0.579575356,0.139027931
0.307968632,0.579652029,0.139054918
0.308188553,0.579737878,0.139051943
0.308393511,0.579818733,0.139046118
0.308606481,0.579910109,0.139073411
0.308820152,0.579965011,0.139099406
0.309034833,0.580069548,0.139097423
0.30923808,0.580147865,0.139124716
0.309437003,0.580232071,0.139150405
0.309666432,0.580342851,0.139177698
0.30985493,0.580422836,0.139176021
0.310091311,0.580533616,0.139170196
0.310288523,0.580587896,0.139196191
0.310517953,0.580679248,0.139223178
0.310708161,0.58075386,0.139221501
0.310944595,0.580837044,0.139247496
0.311134803,0.580917029,0.139274483
0.311349528,0.581027809,0.139301776
0.311552731,0.581072816,0.139298495
0.31177617,0.581190332,0.139325788
0.311986324,0.581272208,0.139320269
0.312201049,0.581346119,0.139347256
0.312405962,0.581428112,0.139373252
0.312627691,0.581523023,0.139371268
0.312832604,0.581594605,0.139398561
0.313047329,0.581685546,0.139424556
0.313259246,0.581766401,0.139451544
0.313473971,0.58186893,0.139449866
0.313678884,0.581959495,0.139442743
0.313898849,0.582041371,0.139470037
0.314112477,0.582142879,0.13949733
0.314325491,0.582196629,0.139494048
0.314530404,0.582290519,0.139521341
0.314753843,0.582364766,0.139584942
0.314957046,0.582481284,0.139612235
0.315171771,0.582535564,0.13960926
0.315376684,0.582638715,0.139636247
0.315598413,0.582725683,0.139630728
0.315810277,0.582808867,0.139656418
0.316023292,0.582875849,0.13965474
0.316228205,0.582992367,0.139682033
0.316427172,0.583029757,0.139707722
0.316654847,0.583132907,0.139735015
0.316845099,0.583219876,0.139733032
0.317083199,0.583321383,0.139760325
0.317271741,0.583377306,0.139753509
0.317486466,0.583493825,0.139780496
0.31769833,0.583559163,0.139778818
0.317920059,0.583643991,0.139804507
0.318124972,0.583760884,0.1398318
0.318337987,0.583832466,0.139859093
0.318551614,0.583901424,0.139884783
0.318766339,0.583988017,0.139883105
0.318969542,0.584090546,0.139910092
0.319184267,0.58414647,0.139903276
0.319397894,0.584262342,0.139930569
0.31961786,0.584329324,0.139928585
0.319822773,0.584440104,0.139955878
0.320035787,0.584500122,0.139981568
0.320249415,0.584603273,0.140008861
0.32046414,0.584668259,0.140007183
0.320667342,0.584756534,0.140032872
0.320890781,0.584830781,0.140027354
0.321095694,0.584941562,0.140054341
0.32131566,0.584994315,0.140051365
0.321520573,0.585097466,0.140078659
0.321744012,0.585179342,0.140105646
0.321947215,0.585295214,0.140132939
0.32216194,0.58537179,0.140129657
0.322373857,0.585452645,0.14015695
0.322588582,0.585544021,0.140184244
0.322793495,0.585598923,0.140177121
0.32300651,0.58570346,0.140212057
0.323227088,0.585780134,0.140239044
0.323441813,0.585865983,0.14026504
0.323645016,0.585946837,0.140292027
0.323835268,0.586055105,0.140290349
0.324056953,0.586137603,0.140317642
0.32426191,0.586221808,0.140343331
0.324476591,0.586283235,0.140337813
0.324688552,0.586395037,0.1403648
0.324903233,0.58644103,0.140361824
0.325115141,0.586550941,0.140389118
0.325328112,0.586631795,0.140416105
0.325541783,0.586716001,0.1404421
0.325756464,0.586795986,0.140440116
0.325959711,0.58690612,0.140467409
0.326183105,0.5869604,0.140460593
0.326386353,0.587069289,0.14048758
0.326601033,0.587156935,0.140485902
0.326805991,0.58723779,0.14051289
0.327034626,0.587320104,0.140538885
0.327282987,0.587400313,0.140566178
0.327497668,0.587512114,0.140564194
0.327700915,0.587563481,0.14059019
0.32792431,0.587675283,0.140617177
0.328127557,0.587746865,0.140611658
0.328342282,0.587838452,0.140608683
0.328555909,0.587894505,0.14063567
0.328768923,0.587997034,0.140662963
0.328980788,0.588085271,0.14068995
0.329195513,0.588169476,0.140686975
0.329407429,0.588241058,0.140714268
0.329622154,0.588360241,0.140741255
0.329827068,0.588412853,0.140734438
0.330048796,0.588517026,0.140761425
0.330239005,0.588596354,0.140759748
0.330466724,0.588663669,0.140785743
0.330656933,0.588766819,0.14081273
0.330877555,0.588854434,0.140840023
0.331090525,0.588964568,0.14083804
0.331295483,0.589011218,0.140864035
0.331510163,0.589127737,0.140927942
0.331722125,0.589209613,0.140922117
0.331936805,0.589277903,0.140919142
0.332140052,0.589365517,0.140946129
0.332363447,0.589476673,0.140973422
0.332568404,0.589505411,0.140999417
0.332788326,0.589622951,0.140997434
0.332993283,0.589703806,0.141024727
0.333216678,0.589807978,0.141050416
0.333419925,0.589866975,0.141044897
0.333634606,0.589968857,0.14104322
0.333848277,0.590044091,0.141070207
0.334061248,0.590134034,0.141096202
0.334266205,0.590205616,0.141123189
0.334486127,0.590302171,0.141121512
0.334699798,0.590361167,0.141147507
0.334914479,0.590464693,0.141174494
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
0.335117726,0.590575474,0.141201787
