MIDAT_conventional_hydroelectric_1,NE_conventional_hydroelectric_1,SE_conventional_hydroelectric_1
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366444433,0.621094434,0.412459626
0.366081694,0.621066207,0.412226202
0.365742374,0.62104404,0.411987985
0.36547617,0.620963074,0.411751065
0.365128136,0.620943561,0.41154281
0.364788815,0.620878465,0.41130589
0.364492898,0.620840428,0.411067672
0.364144864,0.620784605,0.410797941
0.363835301,0.620782769,0.410589685
0.363487266,0.620718695,0.410352766
0.363191349,0.620687266,0.410114548
0.362852029,0.62062217,0.409877322
0.362510946,0.620593759,0.409669373
0.362194387,0.620521691,0.409398343
0.36189847,0.620493785,0.409161424
0.361535731,0.620463046,0.408924198
0.361196411,0.620390332,0.408716248
0.360921537,0.620360899,0.408478031
0.360582217,0.62030409,0.408207993
0.360242896,0.620267039,0.407971073
0.359894862,0.6202003,0.407763124
0.359605896,0.620200132,0.407524906
0.359289338,0.620127418,0.40728768
0.358941303,0.62010525,0.407050761
0.358645386,0.620041176,0.40681
0.358313017,0.620004126,0.406571476
0.357989499,0.619939029,0.406334556
0.357648469,0.619917883,0.406097636
0.357343838,0.619872766,0.405888389
0.357004517,0.619837595,0.405651163
0.356657443,0.619778262,0.405381432
0.356375574,0.619742738,0.405144512
0.356036254,0.61968338,0.404934959
0.355696933,0.619649231,0.404698039
0.35535585,0.619582256,0.404461119
0.355059978,0.619581946,0.404224199
0.354743419,0.61952361,0.403952864
0.354395385,0.619480822,0.403744915
0.354063015,0.619421464,0.403507995
0.353758384,0.6193653,0.403270769
0.353443536,0.61932825,0.403032551
0.353102506,0.619289107,0.40279179
0.352797875,0.619254958,0.40255487
0.352465505,0.619195247,0.402316347
0.352111525,0.619160077,0.402079427
0.351787962,0.61910174,0.401871478
0.351490335,0.619058952,0.401634252
0.351157966,0.619006859,0.401363222
0.350809931,0.619000952,0.401126302
0.350538487,0.618933977,0.400918353
0.350188742,0.618898806,0.400681127
0.349856373,0.618846091,0.40044291
0.349517052,0.618803303,0.40020599
0.349212466,0.618743945,0.399964923
0.348897618,0.618709796,0.399728003
0.348556587,0.61866267,0.399489785
0.348258907,0.618643157,0.399252865
0.347919587,0.618579083,0.39904461
0.347556848,0.61853276,0.398806393
0.347241999,0.618476936,0.398536661
0.346951323,0.618425865,0.398299435
0.346603289,0.61837216,0.398091486
0.346264013,0.618349672,0.397853268
0.345992568,0.618315522,0.397616042
0.345649775,0.618246539,0.397346311
0.345310454,0.618221287,0.397138361
0.344971134,0.618162951,0.396900144
0.344666503,0.61812778,0.396662918
0.344351655,0.618095666,0.396425998
0.344008861,0.618061517,0.396218049
0.343669541,0.617996421,0.395946713
0.343373668,0.617957727,0.395709794
0.343035401,0.617900917,0.395509487
0.342703032,0.617871485,0.39530024
0.342405405,0.617799417,0.395063014
0.34205737,0.617798603,0.394826095
0.34171805,0.617740772,0.394556363
0.341403202,0.617703722,0.39434681
0.341105522,0.617639647,0.39410989
0.340764535,0.617610215,0.39387297
0.340416501,0.617544766,0.39363605
0.340120584,0.617514711,0.393393686
0.339812687,0.617477858,0.393156766
0.339462942,0.617405144,0.392919846
0.339123622,0.617383998,0.39268262
0.338827705,0.617318902,0.392473373
0.338496389,0.617281852,0.392236453
0.338157069,0.617217777,0.391966722
0.337859486,0.61719561,0.391728198
0.337511452,0.617150492,0.391520249
0.337172131,0.617122081,0.391283329
0.33685552,0.617057632,0.391046103
0.336559603,0.617018938,0.390807885
0.336218572,0.616962128,0.390567124
0.335870538,0.616932696,0.390330204
0.335562641,0.616887578,0.390092978
0.335266724,0.616853429,0.389854761
0.334917024,0.616801336,0.389646812
0.334577703,0.616758548,0.389409586
0.334280023,0.616700212,0.389139854
0.333950471,0.616665687,0.388901636
0.33361115,0.616605976,0.388693687
0.333261406,0.61659778,0.388456461
0.332965489,0.616538422,0.388218244
0.332633119,0.616465709,0.387948512
0.332309557,0.616444563,0.387740257
0.332013684,0.616379466,0.387503337
0.331672654,0.616342416,0.387265119
0.33133157,0.616278342,0.387028199
0.331016722,0.616284417,0.386819944
0.330712091,0.61620243,0.386550213
0.330372771,0.616177554,0.386311995
0.330038691,0.616116553,0.386074769
0.32973406,0.616071756,0.38586682
0.329404508,0.616022693,0.3856299
0.329065231,0.615987522,0.385391682
0.328715487,0.61593887,0.385121645
0.328426521,0.615921905,0.384913695
0.328111673,0.615862547,0.384675478
0.327763638,0.615810486,0.384438252
0.327424318,0.615761422,0.384201332
0.327124928,0.615733517,0.383993383
0.326785608,0.615683221,0.383722353
0.326470759,0.615658345,0.383485128
0.326166173,0.615593249,0.383248208
0.325826852,0.615517,0.383040258
0.325492773,0.615500035,0.382801735
0.325144738,0.615440677,0.382532003
0.324858589,0.615405507,0.382295083
0.324519269,0.615367149,0.382087134
0.324176475,0.615339243,0.38184861
0.323880558,0.615280907,0.381611691
0.323556996,0.615238118,0.381374771
0.32321772,0.615177117,0.381132406
0.32288535,0.615150233,0.380895486
0.322579009,0.615083903,0.380658566
0.322239689,0.615076329,0.380421646
0.321924841,0.615012255,0.380212093
0.32162021,0.614982469,0.379975173
0.32128784,0.614917373,0.379705442
0.320938096,0.614888962,0.379468216
0.320623248,0.614816249,0.379258969
0.32031267,0.614794081,0.379022049
0.319971587,0.614755959,0.378784823
0.319632267,0.614719556,0.378584517
0.319334639,0.614654459,0.378313488
0.319011077,0.614633313,0.378105538
